                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                0.78896,                0.42372,                0.94543,                0.97103,                0.96868,                0.98747,                0.69701,                 1.1494,                0.45691,                 1.1673,               0.006436,               0.006436,               0.006436
                    110,                0.76403,                0.42099,                0.93808,                 0.9453,                0.97015,                 0.9833,                0.69436,                 1.1502,                0.47318,                 1.1649,               0.006403,               0.006403,               0.006403
                    111,                0.78398,                 0.4292,                0.94112,                0.96129,                0.95975,                0.98199,                0.70038,                 1.1246,                0.47317,                 1.1645,                0.00637,                0.00637,                0.00637
                    112,                0.77259,                0.41789,                0.94463,                0.96064,                0.95957,                0.98246,                0.70066,                 1.1436,                0.48459,                 1.1566,               0.006337,               0.006337,               0.006337
                    113,                0.78057,                0.42191,                0.93231,                0.96906,                0.95348,                 0.9853,                0.69002,                 1.1575,                0.46593,                 1.1695,               0.006304,               0.006304,               0.006304
                    114,                0.75057,                0.41757,                 0.9315,                0.96191,                0.96559,                0.98589,                0.70099,                 1.1347,                0.45837,                 1.1663,               0.006271,               0.006271,               0.006271
                    115,                0.77303,                0.41432,                0.93334,                0.96674,                0.95924,                0.98345,                0.70022,                 1.1277,                0.46855,                 1.1632,               0.006238,               0.006238,               0.006238
                    116,                0.76493,                 0.4123,                0.92789,                0.96918,                0.96716,                 0.9822,                0.69483,                  1.129,                0.45091,                 1.1656,               0.006205,               0.006205,               0.006205
                    117,                0.76951,                0.42374,                0.93138,                0.97475,                0.96248,                0.98003,                0.69489,                 1.1373,                0.46799,                 1.1652,               0.006172,               0.006172,               0.006172
                    118,                0.77083,                0.42708,                0.93521,                0.97181,                0.96353,                0.98343,                0.69379,                  1.171,                0.46731,                 1.1853,               0.006139,               0.006139,               0.006139
                    119,                0.75841,                0.41889,                0.93108,                0.96455,                0.97111,                0.98491,                0.70205,                  1.139,                0.45514,                 1.1727,               0.006106,               0.006106,               0.006106
                    120,                0.75898,                 0.4218,                0.92662,                0.96169,                0.97128,                0.98333,                0.68391,                 1.1637,                0.46543,                 1.1801,               0.006073,               0.006073,               0.006073
                    121,                0.75263,                0.41969,                0.93164,                0.97138,                0.96589,                0.98398,                0.69934,                 1.1445,                0.46193,                 1.1711,                0.00604,                0.00604,                0.00604
                    122,                0.75684,                0.41492,                0.92279,                0.95826,                0.97796,                0.98576,                0.69004,                 1.1377,                0.46645,                 1.1719,               0.006007,               0.006007,               0.006007
                    123,                0.75575,                0.41067,                0.93859,                0.94563,                0.97466,                0.98239,                0.69565,                 1.1275,                 0.4729,                 1.1668,               0.005974,               0.005974,               0.005974
                    124,                0.72587,                0.39952,                0.92525,                 0.9531,                0.96854,                0.98678,                 0.6914,                 1.1581,                0.46362,                 1.1685,               0.005941,               0.005941,               0.005941
                    125,                0.74051,                0.39933,                0.93006,                0.96518,                0.96524,                0.98975,                0.70503,                 1.1557,                0.45684,                 1.1796,               0.005908,               0.005908,               0.005908
                    126,                0.73219,                0.39706,                0.91415,                 0.9705,                0.97582,                0.98624,                0.70291,                 1.1676,                0.46564,                  1.183,               0.005875,               0.005875,               0.005875
                    127,                0.73379,                0.39487,                0.92921,                0.96254,                0.97638,                0.98656,                 0.6998,                 1.1569,                0.46579,                 1.1771,               0.005842,               0.005842,               0.005842
                    128,                0.74051,                0.40208,                0.91778,                0.96388,                0.96817,                0.98574,                0.69331,                 1.1508,                 0.4519,                 1.1781,               0.005809,               0.005809,               0.005809
                    129,                0.73953,                0.40597,                0.92627,                0.96034,                0.98464,                0.98945,                0.69936,                 1.1462,                0.45917,                  1.175,               0.005776,               0.005776,               0.005776
                    130,                0.73371,                0.40519,                0.91492,                0.96123,                0.97586,                0.98699,                0.69017,                 1.1622,                0.46518,                 1.1693,               0.005743,               0.005743,               0.005743
                    131,                0.72008,                0.39654,                0.90841,                0.95163,                0.97163,                0.98349,                0.69524,                 1.1375,                 0.4707,                 1.1603,                0.00571,                0.00571,                0.00571
                    132,                0.71962,                0.39705,                0.91056,                0.96241,                0.95902,                0.98429,                0.69579,                 1.1471,                0.47017,                 1.1784,               0.005677,               0.005677,               0.005677
                    133,                0.71868,                0.39281,                0.92023,                0.96258,                0.97113,                0.98533,                0.69569,                 1.1412,                0.45902,                 1.1729,               0.005644,               0.005644,               0.005644
                    134,                0.73784,                 0.4027,                0.93063,                0.97127,                0.96021,                0.98131,                0.68685,                 1.1441,                  0.461,                 1.1755,               0.005611,               0.005611,               0.005611
                    135,                0.73408,                0.40973,                0.92523,                0.96049,                0.96994,                0.98726,                0.69504,                 1.1216,                0.45623,                 1.1565,               0.005578,               0.005578,               0.005578
                    136,                0.70189,                0.38817,                0.91107,                0.96968,                0.95723,                0.98732,                0.70019,                 1.1226,                0.44497,                 1.1654,               0.005545,               0.005545,               0.005545
                    137,                0.70394,                0.38864,                0.90832,                0.96662,                0.96104,                0.98387,                0.69569,                 1.1367,                0.44904,                 1.1724,               0.005512,               0.005512,               0.005512
                    138,                0.70885,                0.39212,                0.92292,                0.96313,                0.97832,                0.98873,                0.69509,                 1.1604,                0.45042,                 1.1915,               0.005479,               0.005479,               0.005479
                    139,                 0.7052,                0.39751,                0.91607,                0.96705,                0.97484,                0.99015,                0.70586,                 1.1712,                0.45128,                 1.1752,               0.005446,               0.005446,               0.005446
                    140,                0.70427,                0.38626,                0.91531,                0.97196,                0.97626,                 0.9918,                0.71075,                 1.1507,                0.43571,                 1.1691,               0.005413,               0.005413,               0.005413
                    141,                0.70098,                0.38902,                0.91183,                0.97243,                0.97308,                0.98879,                0.70399,                 1.1539,                0.44564,                  1.176,                0.00538,                0.00538,                0.00538
                    142,                0.70243,                0.39703,                0.90603,                0.96949,                 0.9683,                0.98862,                0.69359,                 1.1492,                0.44819,                 1.1775,               0.005347,               0.005347,               0.005347
                    143,                0.68899,                0.38397,                0.90363,                0.96997,                0.97431,                0.98606,                0.69657,                 1.1476,                0.44512,                 1.1783,               0.005314,               0.005314,               0.005314
                    144,                0.70362,                0.38991,                0.91878,                 0.9721,                0.97443,                0.98609,                0.69606,                 1.1476,                0.45239,                 1.1719,               0.005281,               0.005281,               0.005281
                    145,                0.71171,                0.38905,                0.91356,                0.96241,                0.97133,                0.98592,                0.69644,                 1.1437,                0.45064,                 1.1633,               0.005248,               0.005248,               0.005248
                    146,                0.68683,                0.37943,                0.90599,                 0.9651,                0.97226,                0.98663,                0.69497,                 1.1293,                0.44669,                 1.1664,               0.005215,               0.005215,               0.005215
                    147,                0.68553,                0.37859,                0.90064,                0.96374,                 0.9669,                0.98539,                0.69865,                 1.1243,                0.44723,                 1.1685,               0.005182,               0.005182,               0.005182
                    148,                0.68525,                0.38203,                 0.9029,                0.95456,                0.97965,                0.98432,                0.70226,                 1.1209,                0.45574,                 1.1722,               0.005149,               0.005149,               0.005149
                    149,                0.69499,                0.38147,                0.91555,                 0.9634,                0.97318,                0.98685,                0.69229,                 1.1638,                0.45774,                 1.1938,               0.005116,               0.005116,               0.005116
                    150,                0.68612,                0.37666,                0.90745,                0.96319,                0.97082,                0.98562,                0.69697,                 1.1526,                0.46056,                 1.1817,               0.005083,               0.005083,               0.005083
                    151,                0.68301,                0.37815,                0.89999,                0.96474,                0.97209,                0.98452,                0.69841,                 1.1263,                0.45365,                 1.1667,                0.00505,                0.00505,                0.00505
                    152,                0.68243,                 0.3715,                0.90158,                0.96669,                0.97062,                0.98472,                0.69851,                 1.1253,                 0.4469,                 1.1678,               0.005017,               0.005017,               0.005017
                    153,                0.67222,                0.37201,                0.90629,                0.96633,                0.97618,                0.98255,                0.69311,                 1.1296,                0.44651,                  1.173,               0.004984,               0.004984,               0.004984
                    154,                0.67033,                0.36453,                0.90743,                0.96269,                0.96961,                0.98411,                0.68457,                 1.1375,                0.43821,                 1.1751,               0.004951,               0.004951,               0.004951
                    155,                 0.6729,                0.37894,                0.89323,                0.96469,                0.96006,                0.98485,                0.69442,                 1.1342,                 0.4492,                 1.1873,               0.004918,               0.004918,               0.004918
